text,labels,predictions_stance,probabilities_outputs_stance
Paljud sudaanlased tulevad Eestisse Venemaa kaudu ja omajagu neist on juba siirdunud Vaost Tallinnasse.,1,1,"[0.03, 0.92, 0.05]"
"Olen siin huvitaval ajal - Euroopa alles mõtiskleb, kas ja kuidas oma ühtset immigratsioonipoliitikat ajada ning seni on erinevad riigid iseseisvalt tarasid rajanud.",1,1,"[0.1, 0.7, 0.2]"
45 protsenti mitte-eestlastest suhtub NATO kohaolekusse eitavalt.,1,1,"[0.1, 0.69, 0.21]"
"Kuna tuhanded inimesed põgenevad Süüriast Idlibi pommitamise eest, hoiatab Türgi president Erdogan, et Türgi ei ole võimeline uue põgenikelainega toime tulema, kirjutab Deutsche Welle.",1,1,"[0.45, 0.5, 0.05]"
"Kuigi tänane multikultuurne pilt igal pool Lääne-Euroopas on täpselt samasugune, on selle tekkepõhjused siiski erinevad.",1,1,"[0.1, 0.69, 0.21]"
"Praegu Leetu pääseda üritavad illegaalid üldjuhul ei soovi sinna jääda, vaid sealt edasi Lääne-Euroopasse pääseda.",1,1,"[0.18, 0.78, 0.04]"
Politsei- ja piirivalveamet suunab uussisserändajaid kohanemisprogrammis osalema alates augustist.,2,2,"[0.01, 0.14, 0.85]"
"Visiidi käigus tutvusid Lasnamäe delegatsiooni esindajad Riia Ida halduskogu tööga, kohtumisel arutati haldus- ja kommunaalalaseid küsimusi ning vesteldi pagulasteemal, teatas Lasnamäe linnaosavalitsus.",1,1,"[0.04, 0.57, 0.39]"
"Migrandid on Ameerikas liikunud kogu aeg, seda peamiselt Ladina-Ameerikast USA-sse ja Kanadasse, kusjuures peamised lähteriigid on Mehhiko, aga ka Kesk-Ameerika riigid, ning USA-ga assotsieerunud Puerto Rico.",1,1,"[0.03, 0.91, 0.05]"
Põgenike küsimus on Eestiski palju kära tekitanud.,0,1,"[0.07, 0.79, 0.14]"
"Eestis seaduslikult viibivad välismaalased, kes ei ole kasutanud ära maksimaalset lubatud aega, saavad jätkata Eestis töötamist.",2,1,"[0.03, 0.57, 0.4]"
"Saksamaa on valmis tegema kõik, et edendada ühist põgenikepoliitikat solidaarsuse põhimõttel.",1,2,"[0.02, 0.08, 0.9]"
"Sakslasi on palju, nad suudaksid ka 10 miljonit vastu võtta, ilma et sakslased süürlasteks muutuksid.",1,2,"[0.11, 0.2, 0.69]"
"Kui välismaalaste seadus n-ö kobareelnõus riigikokku jõudis ja seal ka vastu võeti, sattusid ettevõtjad veidi paanikasse.",1,1,"[0.17, 0.59, 0.24]"
"Valdav enamus juhtivaid vabariiklastest poliitikuid toetab ideed lubada USAsse vaid kristlastest põgenikke, mille vokaalseim toetaja on senaator Ted Cruz.",0,0,"[0.58, 0.31, 0.11]"
Politseinikud leidsid sel nädalal Pärnu- ja Hiiumaal tehtud kontrolli käigus 14 seadusliku aluseta töötanud välismaalast.18.,1,1,"[0.02, 0.91, 0.07]"
"Paraku ei taha või ei suudagi nad intellektuaalselt tunnistada, et migrantide puhul Lähis-Idast või Aafrikast kaasneb kõrgem oht meie naistele (lisaks olemasolevatele probleemidele saame uued probleemid).",0,0,"[0.91, 0.07, 0.02]"
"Suur probleem lähtub idaslaavi riikidestSiit, julgeolekumurest, tõusetub ka järgmine Rändepakti realistlik ohustsenaarium – Venemaa ja Ukraina majanduspagulased.",0,1,"[0.37, 0.57, 0.06]"
"Globaalne Ränderaamistik rõhutab fundamentaalset põhimõtet, et igal riigil on suveräänne õigus kujundada oma rändepoliitikat ise kooskõlas rahvusvahelise õigusega.",2,2,"[0.03, 0.23, 0.74]"
"Kuidas on võimalik võõrast, tundmatut migranti või endale eesõigusi nõudvat aktivisti eelistada oma lihastele lastele?Konservatiivid püüavad kogu selles progressivismi virrvarris alles hoida igi-igavesi inimlikke ja rahvuslikke väärtusi, nad hakkavad lühinägelikele uuendajatele vastu, nad ei taha globalistidega ühes kisakooris laulda, nad ei taha selles valelikus liberaalnarratiivis elada.",0,0,"[0.94, 0.04, 0.02]"
Ööpäevaga jõudis Austriasse ja Saksamaale enam kui 14 000 põgenikku.,1,1,"[0.03, 0.93, 0.04]"
"Traagilisele juhtumile järgnesid rünnakud pagulaskeskuste vastu ning Härnösand sai rassistliku linna maine, sest hirm ja frustratsioon võtsid võimust ning tekitasid kannatusi teistele täiesti süütutele inimestele.",1,0,"[0.89, 0.09, 0.02]"
"Uksel pidas korda tavaliselt mõni neeger (raske on öelda must, sest kogu elu on see sõna tähendanud räpasust).",0,0,"[0.86, 0.1, 0.04]"
"Siiski on migrante hoiatatud, et nad ei võtaks seda teekonda ette, sest sisserändepoliitika ei muutu üleöö.",1,1,"[0.17, 0.62, 0.21]"
Ühest küljest heal juhul immigrandid toovad kaasa uusi huvitavaid positiivseid kombeid ja näiteks tööprotsessis võivad kaasa aidata ettevõtetel sidemete loomiseks teiste riikide turgudel.,2,2,"[0.01, 0.1, 0.88]"
Selle kuu alguses õnnestus Ungari piirvalvel tõrjuda Ungari-Serbia piiril tagasi 71 illegaalset migranti.,1,1,"[0.05, 0.83, 0.13]"
"Seda, kui palju varjupaigataotlejaid on Soomest lahkunud Schengeni sisepiiri kaudu, ei teata.",1,1,"[0.03, 0.92, 0.04]"
"Rutte ei arva, et rikkad Euroopa Liidu riigid, nende hulgas Holland, satuksid silmitsi põgenikevooluga.",1,1,"[0.44, 0.48, 0.07]"
Eesti Vabariigi Valitsus kiitis heaks seisukohad ÜRO globaalse ränderaamistiku kohta 22. märtsil 2018.,2,1,"[0.03, 0.49, 0.48]"
"Sel juhul oleks Drelli kolme aasta pikkune leping automaatselt katkenud, sest Itaalia esiliigas võib igas kohtumises mängida vaid kaks välismaalast.",1,1,"[0.09, 0.78, 0.13]"
"EKRE on seisukohal, et Eesti peab jätkama senist konservatiivset immigratsioonipoliitikat.",0,0,"[0.81, 0.15, 0.04]"
"Sellest on tingitud paljut, mida kogeme: täielik hoolimatus abielusuhete säilitamise suhtes (ehk: suhete vabadus), naistele meestega võrdse tööorjuse vajaduse tekitamine (ehk: naisõiguslus ja emantsipatsioon), internatsionalism (multikultuursus), homomeelsus (ehk: erinevus rikastab), laste kontrollimine (sooneutraalsus), ateism (ehk: teaduslik maailmavaade), teadvuse lamestamine (ehk: poliitkorrektsus) jne.",0,0,"[0.96, 0.03, 0.01]"
"Leedu, Läti, aga ka Poola, on sattunud tugeva Valgevenest saabuva illegaalse migratsioonisurve alla.",0,1,"[0.41, 0.56, 0.03]"
"ÜRO Pagulaste Ülemvoliniku Ameti andmetele (UNCHR) on Kreekasse saabunud 2021. aasta esimeses pooles 4172 immigranti, 2020. aastal saabus 15696 ja 2019. aastal 74 613 immigranti.",1,1,"[0.02, 0.89, 0.08]"
Globalismi vastu saab ainult globaalse antiglobalismiga.,0,0,"[0.8, 0.14, 0.06]"
"Sõnum on, et kui vastuvõetud põgenikud esimese asjana saabudes vastuvõtja vastu kohtusse pöörduvad, siis annab see ühiskonnale sõnumi, justkui need inimesed oleksid tänamatud.",1,0,"[0.83, 0.12, 0.05]"
Märtsis peetud aiandusfoorumil käsitlesime välistööjõuga seotud teemasid.,1,1,"[0.02, 0.56, 0.42]"
"Leedu piirivalvurid saatsid viimasel ööpäeval Valgevene piirilt tagasi hulga migrante, riiki ei lubatud kedagi, edastas esmaspäeval piirivalveteenistus.",1,1,"[0.11, 0.86, 0.04]"
Schengeni-ülese peatamisklausli kasutamise teine eelis on piirikontrolli kohene kehtestamine.,0,1,"[0.03, 0.62, 0.35]"
"Briti uudistekanal Sky News sai oma valdusse kümneid tuhandeid dokumente, mis sisaldavad 22 000 Islamiriigi võitleja nimesid, aadresse, telefoninumbreid ja perekondlikke kontakte.",1,1,"[0.05, 0.87, 0.07]"
"Ja siis on Eesti poliitikaväljal muidugi padupunane segment, milles troonib meie praegust hullumeelset maksupoliitikat dikteeriv ja perekonda, rahvust, rassi ja sugu redefineeriv Sotsiaaldemokraatlik Erakond.",0,0,"[0.91, 0.06, 0.03]"
"Abilinnapea vastab: “Riik otsustanud 2019. aastal võtta kogu Eestisse, mitte ainult Tallinna linna, 80 kaitset vajavat pagulast.",2,2,"[0.02, 0.2, 0.78]"
"Sisserände piirarvu täitumine ei mõjuta pereliikme juurde elama tulijate või õppimiseks elamisloa taotlemist, Euroopa Liidu kodanikke ja nende perekonnaliikmeid, Ameerika Ühendriikide ja Jaapani kodanikke.",1,1,"[0.02, 0.78, 0.2]"
"Ka ajutise elamisloaga pagulased, peamiselt süürlased-iraaklased, peavad saama perekondi Saksamaale kutsuda.",2,1,"[0.02, 0.58, 0.4]"
Eesti on tänaseks vastu võtnud kokku 89 Euroopa rändekava alusel ümberpaigutatud ja -asustatud pagulast.,2,2,"[0.01, 0.17, 0.82]"
"Üle Valgevene piiri tulnud seadusvastaste migrantide varjupaigataotlused kavatsetakse ära menetleda novembriks, ütles Leedu migratsiooniameti direktor Evelina Gudzinskaitė esmaspäeval BNS-ile.“Nüüd keskendume me juba täielikult menetlusele, plaanis on novembriks ära menetleda kui mitte kõik, siis suurem osa varjupaigataotlusi,” ütles ta.",1,1,"[0.02, 0.65, 0.33]"
"Suudan aru saada, mis neid rassistlikule teele suunab.",1,1,"[0.38, 0.42, 0.2]"
"Sunniidi moslem ja juut?Sellised probleeme, mida tekitavad “avatus ja mitmekesisus”, on tohutult, kuid neist ei räägita, keskendutakse lihtsalt tööjõu olemasolule, mis on tegelikult rõõm odava orjatööjõu saamise üle, mida migratsioon Lääne-Euroopale ja ka Eesti ettevõtjatele tähendabki.",0,0,"[0.92, 0.06, 0.02]"
"Eesti ei tohi muutuda Saksamaaks, mille kohta käib järgnev pilapilt!Eesti ei vaja eesti keelt oskavad araablasi, vaid rohkem eestlasi – see on EKRE põhisõnum.",0,0,"[0.95, 0.03, 0.02]"
"Venemaa ja Prantsusmaa peavad ühendama oma positsioonid võitluses ülemaailmsete probleemide – rahu ja riikide rahvuslikku enesemääramisõigust ohustava globaliseerumise ja islamifundamentalismi vastu, kuulutas reedel Venemaa riigiduumas Prantsusmaa parempopulistliku Rahvusrinde presidendikandidaat Marine Le Pen.",0,0,"[0.78, 0.16, 0.06]"
Isamaa ettepaneku kohaselt Eesti ei ühine rändepaktiga ja ei pea seda endale siduvaks.,0,0,"[0.51, 0.36, 0.12]"
"Nigeeriast 60ndatel Londonisse emigreerunud kaheksalapselises peres sündinud Stephen võtab oma show’des rassismi ja homofoobiat (ta on ka avameelselt gay), kui midagi argist, tobedat ja õlgu kehitama panevat.",1,0,"[0.6, 0.23, 0.17]"
Välismaalastest kuritegijad soovitakse aga vabatahtlikkuse alusel riigist välja saata.,1,1,"[0.27, 0.59, 0.14]"
Lääs (nii riigid kui valitsusvälised abiorganisatsioonid) kindlasti soovib jätkata miljonite vaeste afgaanide toetamist.,2,2,"[0.01, 0.07, 0.91]"
"“Aastaga on nigeerlaste hulk kasvanud 40%, meil on suured kogukonnad Bangladeshist, Sri Lankast – ja võimupoliitikud räägivad, et immigratsiooni polevat!” Mõlemad Helmed rääkisid ka maailma ühest verisemast äärmusorganisatsioonist Boko Haram, mis on alguse saanud just Nigeeriast.“Meil on migrantidel juba ligi tuhandelised kogukonnad – see tähendab, et neil on juba jalgealune olemas ja oodata on uusi tuhandeid,” hoiatas Mart Helme, lisades, et slaavlaste puhul saab rääkida massiimmigratsioonist – aastaga tuli Eestisse 22 000 “ajutist” töölist, mis on juba sama suur arv, nagu NLiidu tippaegadel ning tähendab mõne maakonna või linna rahvaarvu suurust.“Eesti on muutumas rahvaste Paabeliks,” lausus Martin Helme, Mart Helme aga andis valimislubaduse: “Võimule tulles teeme täieliku auditi sisserändajate seas, teeme kindlaks, kellel on õigus siin olla, ja kel seda pole, saadame tagasi koju,” tõotas ta.",0,0,"[0.83, 0.14, 0.03]"
"Eriti palju probleeme tekitavad aafriklased ja Lähis-Idast tulnud mehed, millest on tekkinud ka vasakliberaalide poolt rassismiks tembeldatud omanike vastuseis, põhjuseks on seejuures siiski immigrandid ise.",0,0,"[0.85, 0.12, 0.03]"
Meie lähiriikidest kasutas näiteks Soome kriisi üsna varases faasis võimalust vajalike hooajatöötajate riiki lubamiseks.,2,2,"[0.02, 0.36, 0.62]"
"Reedel teatas Sotsiaaldemokraatliku Erakonna esimees Jevgeni Ossinovski, et ränderaamistiku suhtes tekkinud vastuseisu tõttu peaks Isamaasse kuuluv justiitsminister tagasi astuma, vastasel juhul ei näe sotsid võimalust valitsusliidus jätkata.",1,0,"[0.7, 0.22, 0.08]"
"Varem teisipäeval hüppas päästelaevalt merre üks migrantidest, kelle korjas pardale Itaalia rannavalve.",1,1,"[0.05, 0.84, 0.11]"
"Prantsusmaa on sooritamas justiitsmõrva globalistliku maailma ühe suurima vaenlase, prantsuse rahvuslaste juhi vastu.",0,0,"[0.79, 0.16, 0.05]"
"Isegi kui tegu polnud otsese terroriaktiga, siis määravad juhtumi tausta ära sõnad Molenbeck ehk Brüsseli tuntuim migrandilinnaosa, ja noa kasutamine, mis on võõrpäritolu ründajate üks tavarelvi.",0,0,"[0.53, 0.42, 0.05]"
"Eesmärgiks oli saada ülevaade inimeste arvamustest Euroopa migratsioonikriisi kohta, kuid samuti küsiti vastajatelt nende erakondlikku eelistust.",1,1,"[0.04, 0.75, 0.21]"
"Tuleb mõista, miks kardetakse immigratsiooni, see polegi lihtne teema.",1,1,"[0.16, 0.48, 0.36]"
Tänase seisuga on Eestis tähtajaline elamisluba 23 787 välismaalasel.,1,1,"[0.02, 0.81, 0.17]"
"Keeleõppeks ja infopäevade korraldamiseks on ette nähtud kuni 150 000 eurot, 75 protsenti sellest tuleb EL-i varjupaiga-, rände- ja integratsioonifondi ning 25 riigilt.",2,2,"[0.01, 0.09, 0.9]"
"Näiteks osa meie tööst puudutab pagulasi, migrante ja kodakondsuseta inimesi.",1,1,"[0.02, 0.68, 0.29]"
"Riiki juhib jah diktaator, kes muu hulgas on kasutanud hübriidründeid Euroopa Liidu riikide vastu illegaalse immigratsiooni soodustamise näol inimkaubanduse võtetega.",0,0,"[0.88, 0.09, 0.03]"
Paljud teooriad seletavad sisserändajate ja kohalike suhteid läbi konkurentsi tööturul.,1,1,"[0.03, 0.68, 0.29]"
Seoses eriolukorraga Eestis tegi politsei- ja piirivalveamet välismaalasi puudutavaid ümberkorraldusi.,1,1,"[0.02, 0.87, 0.1]"
Konservatiivse Rahvaerakonna noorteliikumine Sinine Äratus mõistab karmilt hukka täna öösel aset leidnud Vao pagulaskeskuse süütamise.,2,1,"[0.27, 0.4, 0.34]"
"Iga foto all on kirjas riik, projekt ja rahasumma, mis kulutati immigrantide integratsiooniks.",1,2,"[0.02, 0.37, 0.61]"
Meestele esitati süüdistus rahvusvahelises inimkaubanduses.,1,1,"[0.09, 0.79, 0.13]"
"“Nagu ma olen juba rõhutanud, on seda tüüpi kuritegude kasv automaatselt seotud arengumaadest pärit moslemite immigratsiooniga.",0,1,"[0.37, 0.57, 0.06]"
President Macron soovib ümber kujundada suhteid Prantsuse moslemite ja ilmaliku Prantsuse riigi vahel.,2,0,"[0.64, 0.33, 0.04]"
"Soome peaminister Sanna Marin ütles reedel, et Soome arutab töörände senisest suuremat avamist uuel nädalal.",2,1,"[0.05, 0.54, 0.42]"
"Kuivõrd islamiterrorism nihkub meie piiridele aina lähemale ning valitsus toob aina uusi immigrante sisse, siis võime ka meie peagi pühasõdalaste märklauaks osutuda.",0,0,"[0.89, 0.09, 0.02]"
"Et Saksamaa on andnud poliitilist asüüli Ankara režiimi ja Erdoğani kriitikutele, vihastas presidenti põhjalikult.",0,1,"[0.05, 0.48, 0.47]"
"Teine politseiallikas ütles, et lisajõud toodi piirkonda, et ennetada sisserändajate vähemuse negatiivseid reaktsioone.",1,1,"[0.02, 0.78, 0.19]"
"Vasakliberalism soosib multikultuursust, immigratsiooni ja seksuaalvähemusi ning on loomulikult jätkuvalt rahvuslusevastane.",0,0,"[0.91, 0.06, 0.03]"
"Muidugi saab spekuleerida, et pärast Balkani rändetee sulgemist hakkavad põgenikud otsima alternatiivseid teid.",1,1,"[0.04, 0.89, 0.07]"
"20-aastane Begum oli üks kolmest koolitüdrukust, kes lahkus 2015. aastal Londonist, et Süürias ISIS-ega liituda, vahendab ERR BBC-d. Tegu on naisega, kes ka põgenikelaagris kinnitas pressile, et ei kahetse midagi ja peab Islamiriiki õigeks.",1,1,"[0.06, 0.8, 0.15]"
"""Immigrandid ronisid salaja mu autosse ja sain nende üle piiri viimise eest 4000 eurot trahvi.",1,0,"[0.5, 0.43, 0.07]"
"Saksamaa taustast rääkides tasub meenutada, et mullused rahutused Chemnitzis said alguse 35-aastase sakslase tapmisest iraaklase ja süürlase poolt, kuid asi keerati lõppkokkuvõttes “paremäärmuslaste” võõravaenuks.",0,0,"[0.85, 0.12, 0.03]"
"Hiina on silmitsi kasvava rahvusvahelise hukkamõistuga vangilaagrite rajamise eest, kus hoitakse kinni enam kui miljonit uiguuri ja teisi moslemeid, vahendab Reuters.",1,0,"[0.63, 0.3, 0.07]"
"Töö tegemist pole veel kunagi nimetatud terminiga “sotsiaalse turvalisuse tagamine.” Isegi kui see tähendab tööl käimist ja maksude maksmist, siis ikkagi kaupleb riik kahjudega – migrandi palgast makstud maksud riigile on väiksem summa kui need rahad, mis toetustena riigist välja ja tema pere liikmetele lähevad.",0,1,"[0.2, 0.59, 0.21]"
"Katari enda ametnike sõnul on ehitustel hukkunud 37 töölist, kuid süüdistuste kohaselt ei uuri kohalikud võimuorganid võõrtööliste surmajuhtumeid.",1,1,"[0.06, 0.88, 0.07]"
"Siseminister peab tegutsema!“Nigel Farage on tegelenud juba tükk aega illegaalse migratsiooni paljastamisega, ta on käinud filmimas Pettis ja Doveris, mis on peamised illegaalsete migrantide maabumiskohad.",1,1,"[0.27, 0.62, 0.11]"
"Immigratsiooni tõkestav tegevus Euroopas hoogustubKui tänaseni töötasid Euroopa piirivalved naljaklounidena – piirivalvekaatrid sõitsid Aafrika rannikule, võtsid islamisõdurite paadid sleppi ja vedasid need turvaliselt Euroopasse, siis täna on olukord muutumas.",0,1,"[0.39, 0.54, 0.07]"
"Kaugel pole ka islamiterrorismi saabumine, mille eest hoiatab kapo aastaraamat, sest sisseränne riskiriikidest kasvab.",0,1,"[0.13, 0.79, 0.08]"
"Ja ei astugi – ei tule mingit kooseluseaduse rakendamist, ei tule immigrante, ära jääb geiõpe koolis ja EKRE paneb käe ette kõigile multikultilollustele, mis siiani sotside abiga läbi läksid.",0,0,"[0.94, 0.04, 0.02]"
"Kunagi küsiti Roald Johanssonilt, kes tegi nutulugusid neegritega lapse saanud eestlannadega, kes süüdistasid kaasmaalasi rassismis: “Miks sa ei küsi neilt naistelt, miks lapse isa enam tema kõrval pole?” Või süürlastest pagulaste raskest elust rääkiva saate puhul: “Miks sa ei küsi pereisalt – kas sa Süürias relva käes hoidsid ja kellegi pihta tulistasid?”Aga Eesti ajakirjanikud ongi ju sellised: EKRE on ühiskonnas patuoinaks kujundatud, tema kallal võib küüsi teritada!",0,0,"[0.87, 0.08, 0.05]"
"Uued EL-i passid maksavad sisserändajatele vähemalt 10 000 USA dollarit ja kui see on olemas, saab Pariisis hõlpsasti lennukile, mis viib õnneotsija Dublinisse, sest saabuja identiteedikontroll on seal kõvasti nõrgem kui Gatwicki, Heathrow` või Doveri kontrollpunktides.",1,2,"[0.04, 0.45, 0.51]"
"Kompromissiks kujunes Reutersi andmetel see, et 31. juulini seatakse sisse üleminekuperiood, et vahepeal põhjalikum põgenikepoliitika välja kujundada, vahendab ERR.",1,1,"[0.06, 0.64, 0.31]"
"Lepik von Wirén rõhutas kohtumisel, et ka Euroopa Liit austab ja täidab võetud kohustusi seoses rändeleppe ja põgenike ümberasustamisega.",2,2,"[0.02, 0.1, 0.88]"
Trumpi korralduse järgi tuleb põgenike vastuvõtmise jätkamise korral anda prioriteet tagakiusatud religioossele vähemusele.,1,2,"[0.1, 0.4, 0.5]"
"Itaalia on sattunud korduvalt kriitikatule alla, kuna see pole lubanud kokkukorjatud migrantidega pardal tsiviilaluseid oma sadamatesse – aga kaua võib.",1,0,"[0.79, 0.17, 0.04]"
Euroopa Liidus on mitmed liikmesriigid pikalt nõudnud seaduste muutmist migratsiooni lihtsustamiseks Aafrikast ja mujalt kolmandatest riikidest.,2,1,"[0.21, 0.73, 0.06]"
"Rändeleppega seoses on üha enam jutuks Eesti välispoliitika muutmine, sest see on ajale jalgu jäänud – ja eemalduma peaks multikultuursusele ja globalismile rõhuvatest maadest.",0,0,"[0.93, 0.05, 0.02]"
"Prantslased põhjendasid oma kartusi asjaoluga, et migrantidega koos võivad riiki saabuda ka potentsiaalsed terroristid.",0,1,"[0.41, 0.54, 0.04]"
"Kreekas paigutatakse saatjata alaealised sõjapõgenikud politseijaoskonnadesse või arestimajadesse, sest põgenike laagrites on ruumipuudus.",1,1,"[0.09, 0.81, 0.1]"
"Inimkaubitsejad saadavad migrandid merekõlbmatute paatidega Vahemerele, teades, et vabaühenduste laevad on ootamas, kuid alati need õigeks ajaks kohale ei jõua.",1,1,"[0.38, 0.45, 0.17]"
"Kolm kurja: rändekriis, terrorism, Venemaa.",0,0,"[0.66, 0.3, 0.05]"
"Soomet on viimastel kuudel tabanud enneolematu migrantide tulv, ainuüksi septembris saabus riiki ligi 11 000 asüülitaotlejat.",1,1,"[0.24, 0.73, 0.03]"
"Igasugune informatsioon, et Taisse on saabunud Islamiriigi võitlejad, tekitab tõenäoliselt puhkajate hulgas paanika, eriti rahvarohketes kuurordipiirkondades Phuketis ja Pattayas, mis on mõlemad populaarsed venelaste hulgas.",1,1,"[0.21, 0.74, 0.05]"
"Berliin soovib olla esimene Saksamaa liidumaa, kes kehtestab avalikus teenistuses sisserändajate kvoodi.",1,1,"[0.22, 0.39, 0.38]"
ÜRO Rändeorganisatsiooni (IOM) andmeil on 2019. aastal ohtlikul mereteel Euroopasse surma saanud vähemalt 1246 migranti.,1,1,"[0.11, 0.85, 0.05]"
"Ta teatas lisaks, et ta meeskonnakaaslased polnud mustanahalist kunagi varem näinud ja olid vägagi üllatunud Bernio peenise suuruse üle.",1,1,"[0.21, 0.67, 0.12]"
Keller peab pagulaste jaotamise juures peamiseks probleemiks solidaarsuse puudumist liikmesriikide vahel.,1,1,"[0.14, 0.71, 0.16]"
"Ta on lubanud astuda vastu edasisele integratsioonile Euroopa Liiduga ja keelduda põgenike vastuvõtmisest, heites nii ühte Ungari ja Poolaga.",0,0,"[0.88, 0.08, 0.04]"
"Kuigi töökäte puudus on Eesti müügi- ja teenindussektoris suur, ei ole ükski rahvusvahelise rändekava alusel Eestisse jõudnud pagulane veel püsivat tööd leidnud.",0,1,"[0.03, 0.79, 0.18]"
"Lember rõhutas veel, et tema jaoks on isiklikult väga oluline integreerida Eesti ülikooli lõpetanud välistudengid Eesti ühiskonda ning kaasata nad meie majanduse arengusse.",2,2,"[0.01, 0.06, 0.93]"
"„Järgmisel nädalal asub ICE (USA immigratsiooni- ja tolliamet) eemaldama miljoneid ebaseaduslikke migrante, kes on leidnud tee USA-sse seadusvastaselt,“ säutsus riigipea oma Twitteri kontol, märkides, et „nad (põgenikud -toim) eemaldatakse sama kiiresti kui nad sisse tulevad“.",0,1,"[0.21, 0.62, 0.17]"
Pagulased ei taha Eestisse tulla.,1,0,"[0.67, 0.28, 0.05]"
"Aasia meediakanalid tegid veel numbri sellest, et maha tõstetud mees oli Aasia päritoluga doktor, kes pidi jõudma oma töökohale haiglas, ehk skandaal võttis ka rassistliku alatooni.",1,1,"[0.32, 0.55, 0.12]"
"Loomulikult on pendelrände jätkumise ja peatumise teema elavalt üleval ka sotsiaalmeedias, mitmes Soomes elavaid ja töötavaid eestlasi koondavas Facebooki grupis.",1,1,"[0.03, 0.85, 0.12]"
Enam kui nelja viiendiku ukrainlaste mujale Euroopasse rändamise põhjus on tööotsingud.,1,1,"[0.05, 0.9, 0.05]"
"Veel tõi Kiik esile, et seletuskirjas on esitatud statistika nii välismaalaste töötamisega seotud rikkumiste kui ka lühiajalise töötamise erinevate liikide kohta, kuid ära ei ole märgitud, millised on need lühiajalise töötamise viisid, mida kõige rohkem kuritarvitatakse.",1,1,"[0.08, 0.82, 0.1]"
"Kirja, mida kaunistab äärmusrühmituse Islamiriik (IS) lipp, avaldas ka Rootsi meedia.“Me võtame sul pea maha, kui saa ei taandu nädala lõpuks valimistelt,” seisab kirjas.",0,1,"[0.31, 0.55, 0.14]"
"Nemad ei sobi tõtt-öelda enamikule neist 13 000 töökohast!Sisseränne, mis baseerub rändekriisiga seotud immigrantide vedamisel siinsele tööturule, pole mitte pensionimaksete päästmine, vaid üha suuremate vastuolude toomine ühiskonda.",0,0,"[0.9, 0.08, 0.02]"
"Need toidavad ebastabiilsust ja migratsioonikriisi, mis on kogu Euroopa ühine mure.",0,1,"[0.23, 0.68, 0.08]"
"Kõige rangemad piirangud hakkavad puudutama välismaalasi, kes on Euroopa Liitu või Euroopa Majanduspiirkonda mittekuuluvate riikide kodanikud.",1,1,"[0.08, 0.8, 0.12]"
"septembri Postimehes kirjutas EKRE esimees Mart Helme tabavalt, et „Eesti poliitika suur vastasseis, mis alles kujuneb ja mille eellahinguks on ka kohalikud valimised, seisneb hoopis selles, kas Eesti jääb Eestiks – see tähendab eestlaste rahvuskoduks – või muutub sisserändajatest üle ujutatud geograafiliseks mõisteks“.Julgen väita, et tegelikult ei ole nimetatud probleem aktuaalne ainult nendel valimistel, vaid tegu on permanentse probleemiga ja seda viimased 800 aastat.",0,0,"[0.82, 0.14, 0.04]"
"Eesti pagulas- ja inimõigusorganisatsioonid, kes seisavad muslimite näokatteid keelava seaduse vastu, tahaksid justkui oma praegust niigi nõrka ühiskondlikku autoriteeti veel kahandada.",0,0,"[0.83, 0.12, 0.06]"
„Me kontrollime rangelt kõiki tulevasi migrante.,1,1,"[0.09, 0.64, 0.27]"
"Tartu ülikooli sotsiaalteaduste dekaani Raul Eametsa sõnul saadakse täna andmeid rände ja inimese viibimise kohta Eestis nii registripõhiselt kui ka analüüsides erinevaid digitaalseid jälgi ehk elumärke avalike teenuste kasutamise kohta Eestis.„Inimesed ei registreeri end sageli Eestist välja kui nad pikemaks ajaks siit lahkuvad, et säilitada teatud hüvesid ja toetuseid, mis seonduvad Eestis elamisega.",1,1,"[0.02, 0.71, 0.27]"
"Sisserände põhikorraldajaks peetakse Euroopas elavat ning afganistani taustaga meest, kes jälgis piiriületajate asukohta telefonide GPS-seadme kaudu, ütles uurimist juhtiv piirivalvekapten Ville Mihl.",1,1,"[0.02, 0.86, 0.12]"
Piirame maa ja metsa müüki välismaalastele ja välismaistele juriidilistele isikutele.,0,1,"[0.29, 0.47, 0.24]"
"Lesbosel, Samosel, Chiosel, Lerosel ja Kosil on põgenikelaagrites üle 38 000 migrandi, ehkki laagrid olid mõeldud majutama ainult 6200 inimest.",1,1,"[0.02, 0.82, 0.15]"
Pagulaste vastuvõtu võimekuse puudumist põhjendatakse enamjaolt võimalike eluruumide ja tugiteenuste puudumise või väheste võimalike töökohtade olemasoluga.,1,1,"[0.04, 0.68, 0.28]"
"Türgi põgenikelaagrite puhul pole arve lauale visatud, aga võib eeldada, et sihitakse kuni 200 000 põgeniku Euroopa Liitu ümberasustamist.",1,1,"[0.03, 0.85, 0.12]"
"Briti konservatiivne valitsus lükkab tagasi euroliidu emissaride nõuded, et riik peaks vastu võtma 60 000 aafriklast.",0,0,"[0.77, 0.16, 0.08]"
"Taas ei näita raport, et see on tingitud sisserändetaustaga noorte meeste suurest osast jõukudes.",1,1,"[0.05, 0.83, 0.12]"
