sentence,stanceConsolidated,stanceNotConsolidated,coderConsolidated,coderNotConsolidated,publishDate,title,publisherGroup,publisher,category,keywordGroups,keywords,author
"Ta rääkis sealsetest rassikonfliktidest ja segregatsioonist, mida ta oma sõnul nägi.",2,3,A,J,03.06.2015 00:40,Rootsi rahandusminister: Rootsi Demokraadid tuleb peatada,UuedUudised,UuedUudised,Maailm,['rass'],['([\\W ]|^)rass'],
Me ei ole kunagi varem seisnud vastamisi sellise hulga väljakutsetega: väljaränne ja madal sündimus; rahvusriikluse ja patriotismi demoniseerimine; massiimmigratsioon idast ja kvoodipagulased EL-ist; multikulti ja globalismi pealetung; meile omaste traditsiooniliste pereväärtuste ründamine ning võõraste väärtushinnangute pealesurumine nii vasak- kui ka paremliberaalide poolt.,2,MH,A,J,24.02.2018 06:28,"Henn Põlluaas: Meist endist sõltub, kas jääme oma maa peremeesteks - Uued Uudised",UuedUudised,UuedUudised,Arvamus,"['ränne', 'pagulased', 'paremäärmus']","['migra', 'ränne', 'pagula', 'globalism', 'multikult']",
"Neegrid tunnevad erinevatel põhjustel ennast sealses ühiskonnas endiselt tõrjutuna, kuigi põhjuste seas on ka nende endi süü olemas.",2,1,A,J,30.05.2020 04:50,Rassirahutused USA-s: mida neist järeldada?,UuedUudised,UuedUudised,Maailm,['rass'],['([\\W ]|^)neeg'],
"Neil on oht peale võõramaalase poolt pilastamist ka sildistatud ja süüdistatud saada.”Kogu sallivusleer – inimõiguste keskus, feministid, sallivuslased, LGBT ja teised multikultiühendused – läheks vähimagi kahtluseta neegri või araablase poolele.",2,1,A,J,27.08.2019 06:32,"Eestist võib tänu ""avatusele"" kiiresti naistele ohtlik riik saada",UuedUudised,UuedUudised,Arvamus,"['välistööjõud', 'paremäärmus', 'rass', 'rahvus']","['võõramaala', 'multikult', '([\\W ]|^)neeg', 'araabla']",
"Kuid protestid jäid hüüdjaks hääleks kõrbes, sest rassilise võrdsuse ratas oli juba hooga veerema lükatud.",2,3,A,J,06.03.2021 09:01,"Miks must näitleja võib mängida valge rolli, samal ajal kui vastupidine on juba aastaid olnud taunitav?",EkspressGrupp,Eesti Päevaleht,,['rass'],['([\\W ]|^)rass'],Tiina Kruus
"Somaalia päritolu Ayaan Hirsi Ali kirjeldab oma hiljuti ilmunud raamatus õõvastava täpsusega, kui negatiivselt on massiline immigratsioon moslemiriikidest mõjutanud Euroopa naisi.",2,3,A,J,17.02.2021 10:30,Somaallanna kirjeldab mosleminaiste rasket saatust Lääne-Euroopas,UuedUudised,UuedUudised,Maailm,"['ränne', 'rahvus']","['migra', 'moslem']",
"Vasakliberalism soosib multikultuursust, immigratsiooni ja seksuaalvähemusi ning on loomulikult jätkuvalt rahvuslusevastane.",2,2,A,J,02.05.2018 06:17,"Ajaloolane Jaak Valge: rahvusena rikastame maailma ainult siis, kui arendame oma eripära",UuedUudised,UuedUudised,Eesti,"['ränne', 'paremäärmus']","['migra', 'multikult']",
"Liberaalses ühiskonnas on tohutul hulgal elukutselisi protesteerijaid, keda leiab nii naisõigusluse-, kliima-, rassismivastastel, geiagenda- ja paljudel muudel protestidel.",2,2,A,J,10.06.2020 05:09,Lääne ühiskonnas pole sellist nähtust nagu rahumeelne protest,UuedUudised,UuedUudised,Maailm,['rass'],['([\\W ]|^)rass'],
"Kui inimesel on juba ükspuha, kas naaberkorteris elab neeger, ülevalt kuuleb moslemi palvejoru ja väljas kõlavad slaavilikud “matid”, siis on tal ükskõik ka omaenda rahvuse kestmisest.",2,1,A,J,05.10.2020 05:46,Kuidas Siim Kiisler ja Kersti Kaljulaid Dimitri Klenskist ja Abdul Turayst eestlast teeksid?,UuedUudised,UuedUudised,Arvamus,"['rass', 'rahvus']","['([\\W ]|^)neeg', 'moslem']",
"Visegrįdi grupi riigid Poola, T�ehhi, Ungari ja Slovakkia on jäigalt vastu teistesse riikidesse saabunud põgenike lubamisele oma riiki.",2,2,A,J,19.10.2017 19:25,Euroopa parlament pooldab riikide vastuseisust hoolimata kohustuslikke migratsioonikvoote,UuedUudised,UuedUudised,Maailm,['pagulased'],['põgenik'],
Vähegi kahtlased siin viibivad migrandid tuleb turvalisuse huvides Eestist välja saata.,2,2,A,J,07.02.2019 07:25,Siim Pohlak: uutmoodi poliitikat saab teha süsteemist rikkumata inimestega,UuedUudised,UuedUudised,Varia,['ränne'],['migra'],
"ÜRO rändeleppe taustal on vajalik hoiatada, et inimlikkuse nime all serveeritav ideoloogia on humaansuse vasakliberaalide käsitluses tõeliseks koletiseks muutnud.",2,2,A,J,10.11.2018 15:52,Rändeleppest: (pseudo)inimlikkus on muutumas maailma hävitavaks jõuks,UuedUudised,UuedUudised,Arvamus,['ränne'],['rände'],
"Need riigid, kus veel suurt islamikogukonda või mo�eesid pole, peaks tõsiselt järele mõtlema, kas sellise seltskonna riiki lubamine on ikka õige tegu.",2,2,A,J,21.04.2019 18:53,Järjekordne jälk rünnak kristluse vastu: ülestõusmispühade veresaun Sri Lankal,UuedUudised,UuedUudised,Maailm,['rahvus'],['islam'],
"""EKRE on ära hoidnud selle, et meil poliitiline korrektsus on muutunud niivõrd laastavaks, nagu see on mõnel pool Lääne-Euroopas, et me oskame veel nalja visata ka neegrite üle ja ka iseenda üle ja ei arva, et sellega on kohe midagi hirmsasti-hirmsasti ühiskonnas paigast ära,"" pahandas Helme.",2,1,A,J,16.10.2016 09:31,Helme: me ei söö neegreid siin hommikusöögiks!,EkspressGrupp,Delfi,,['rass'],['([\\W ]|^)neeg'],
"Kõik see viitab, et islami usk ja islamiseerimine tahab kõik enda alla allutada.",2,1,A,J,25.01.2016 11:53,Avalik kiri kristlikele vaimulikele: kirik ei tohi kaasa aidata Eesti islamiseerimisele,UuedUudised,UuedUudised,Eesti,['rahvus'],['islam'],
"Inimesed, kes Türgist edasi Lääne-Euroopasse liiguvad, ei ole enam sõjapõgenikud vaid majanduspõgenikud.",2,2,A,J,31.03.2018 07:17,"Multikulti ajupesu koolides käib täiega, abiks on võetud ka kinopropaganda",UuedUudised,UuedUudised,Arvamus,['pagulased'],['põgenik'],
"Rändel on suur demograafiline mõju, mis mõjutab Rootsi rahvuslikku ja kultuurilist identiteeti, samuti hävitav majanduslik mõju Rootsi heaoluriigile.",2,2,A,J,26.01.2020 06:43,"Avalik saladus, mida asjaosalised üritavad eitada: Rootsi heaoluriik on sügavas kriisis",UuedUudised,UuedUudised,Maailm,['ränne'],['rände'],
Leedu pole valmis nõnda palju pagulasi vastu võtma.,2,2,A,J,29.05.2015 14:13,Läti ja Leedu on pagulaskvootide vastu ja pooldavad pagulaste vastuvõtmist vabatahtlikkuse alusel,EkspressGrupp,Delfi,,['pagulased'],['pagula'],
Aga kes maksab kinni pagulaste integreerimise Euroopa ühiskonda?,2,2,A,J,09.09.2015 21:10,Nad ei jätnud abivajaja muljet,EkspressGrupp,Eesti Päevaleht,,['pagulased'],['pagula'],
"Mees ei hooli isegi sellest, et teda mitu korda võimude poolt korrale on kutsunud - ta kekutas ka oma eelmise aasta trahviga, mille sai, kui pakkus sotsiaalmeedias mustanahalise laiba eest tuhat eurot.",2,MH,A,J,23.05.2019 05:30,FOTOD | Pakistanlast rünnanud rassist pildistab tumedanahalisi ja küpsetab tütrele natsisümboolikaga piparkooke,EkspressGrupp,Delfi,,['rass'],['mustanahali'],
"Ka erinevad uudisteagentuurid on sarnaseid videoid ja pilte jaganud ning teatanud, et migrandid on alustanud massilist pealetungi Kreeka piirile.",2,2,A,J,29.02.2020 10:00,Kreeka on saamas uue migratsioonilaine peamiseks rindejooneks,UuedUudised,UuedUudised,Maailm,['ränne'],['migra'],
"„Näiteks Balkanilt pärit sisserändajate puhul tuleb nad koheselt tagasi saata, mitte hakata läbi viima kuude pikkust menetlust selgitamaks, kas tal oma kodumaal on võimalik turvaliselt elada või mitte,“ ütles Tsahkna.",2,2,A,J,08.09.2015 15:11,Tsahkna: midagi rõõmustavat Euroopa Komisjoni poolt tulemas ei ole,EkspressGrupp,Delfi,,['ränne'],['rända'],
"Paraku oleme tunnistajaks, et kõik see, mille eest me iseseisvuse taastamise ajal võitlesime – rahvusriikluse ja enesemääramisõiguse kehtestamine, meie keele, kultuuri ja identiteedi kindlustamine – on täna globalistlike ringkondade poolt suletuse, ksenofoobia, rassismi ja natsismi sünonüümideks kuulutatud.",2,2,A,J,17.11.2018 15:54,Euroopa Liit – kas suveräänsete riikide liit või liitriik?,UuedUudised,UuedUudised,Arvamus,"['paremäärmus', 'rass']","['globalist', 'ksenofoob', '([\\W ]|^)rass']",
"Kas see pole mitte ehtsaim libauudise loomine, kui islamiäärmuslaste jälgi kuriteo kajastamisel ei tohi poliitkorrektselt viidata allikale, kust terroristid endale hingejõudu ammutavad?Kas reformikas ja eurokraat Meier tõesti ei märka, et just Eesti 200 ajabki näpuga järge selle Lääne ühiskonna “euroopalikes väärtustes” multikultuurse ühiskonna loomisel, perverssuste toetamisel, rahvusriikide lammutamisel ja nii edasi?",2,1,A,J,10.01.2019 13:19,"Reformikast euroametnik sidus EKRE, Kremli ja “kahesajatajad” ühte üdini vastuolulisse punti",UuedUudised,UuedUudised,Eesti,"['paremäärmus', 'rahvus']","['multikult', 'islam']",
"Lääne suurlinnad meenutavad meie Pronksiööd, sest sisserändajate jõukude organiseeeritud märatsemine on jõudmas mõistusevastase piirini.",2,1,A,J,20.07.2018 08:01,"Belgia poliitik: sisserändajate vägivald Lääne linnatänavatel viib etnilise kodusõjani, sest ka eurooplased haaravad varsti relvad",UuedUudised,UuedUudised,Maailm,['ränne'],['rända'],
"Raamatus jutustatakse sotside osalusest korruptsioonis ja petusüsteemides, homoühingute toetamisest maksumaksja rahaga, sallivusrünnakutest ühiskonna ja eriti EKRE vastu, SDE vastandumisest rahvusriiklusele ja põhiseaduslikule korrale, nende rollist kooseluseaduse läbisurumises ja vihakõnede kriminaliseerimise korraldamises, sotside toetusest massiimmigratsioonile, rändepakti läbisurumisest ja paljust muust.“Paistab olevat põhjalik töö ja huvitav lugemine.",2,1,A,J,26.02.2019 08:33,FOTOD: Henn Põlluaas esitles Viru Keskuses trükisooja sotside välimäärajat ehk raamatut “Sotsid. Interrinde teine tulemine.”,UuedUudised,UuedUudised,Eesti,['ränne'],"['migra', 'rände']",
Demokraadid süüdistavad administratsiooni pandeemia kasutamises sisserände vastu.,3,3,A,J,22.04.2020 08:36,Trump peatab 60 päevaks välismaalastelt USA alalise elamisloa taotluste vastuvõtmise,EkspressGrupp,Delfi,,['ränne'],['rände'],Lauri Laugen
"Ebaseaduslike migrantide surve Leedu piiril on Eesti juhtpoliitikuid pannud tõdema, et meilgi peab piiri tugevdama ja poolelioleva tööd kiiremas korras lõpuni viima.",3,3,A,J,12.07.2021 19:43,INTERAKTIIVNE KAART | Migrandivooks valmis? Eesti maismaapiiri seirevõimekus on alla kümne protsendi,EkspressGrupp,Delfi,,['ränne'],['migra'],Eget Velleste
"Samal päeval, kui toimus väidetavalt Vao küla elanike toetuseks mõeldud tsiklimeeste ühissõit, viidi Vao pagulaskeskuse elanikud üle Eesti toimuvatele ekskursioonidele.",3,3,A,J,06.07.2015 16:06,"Kus viibisid pagulaskeskuse elanikud päeval, kui Vao külla kogunes hulgaliselt tsiklimehi?",EkspressGrupp,Delfi,,['pagulased'],['pagula'],
"Taas ei näita raport, et see on tingitud sisserändetaustaga noorte meeste suurest osast jõukudes.",3,3,A,J,26.05.2021 16:32,Rootsi on surmaga lõppenud tulistamiste osas Euroopas esimene,UuedUudised,UuedUudised,Maailm,['ränne'],['rände'],
"Naine aga ei sobi klassikalisse “rassisminäitesse”, mistõttu tema sugu vaikitakse maha.",3,MH,A,J,14.04.2021 12:25,"Millest jätab meedia rääkimata, kirjutades järjekordsest mustanahalise tapmisest politseiniku poolt USA-s?",UuedUudised,UuedUudised,Maailm,['rass'],['([\\W ]|^)rass'],
"BLM ehk valgete vastu välja mõeldud rassism on sedavõrd võlts, et normaalne mõistus tõrgub seda mõistmast, kuidas selline asi üldse võimalik saab olla?Kas mustad lähevad hiina linnaossa?",3,MH,A,J,18.09.2020 11:45,Euroopa Komisjoni presidendi von der Leyeni seisukohad õhutavad konflikte,UuedUudised,UuedUudised,Arvamus,['rass'],['([\\W ]|^)rass'],
Kodumaine vaktsiinivastane liikumine saab alguse Islamiriigiga samalt platvormilt.,3,MH,A,J,08.12.2020 14:50,FAKTIKONTROLL | Neofa�istlike sugemetega videolehelt on kolinud valeinfo Eesti sotsiaalmeediasse,EkspressGrupp,Eesti Päevaleht,,['rahvus'],['islam'],Heliis Raudsik
"Samuti ei mõista liberaalid, et migrantide inimkaubandus õhutab ka teistsugust smugeldamist – näiteks naiste vedamist prostituutideks ja tööliste toomist orjatööjõuks.",3,1,A,J,06.11.2019 08:04,Migratsiooni eri palged: Horvaatia politsei leidis kinni kruvitud kastist üheksa migranti,UuedUudised,UuedUudised,Maailm,"['ränne', 'pagulased']","['migra', 'inimkaub']",
"Mõne päeva eest sõitsin bussis, kui peale tulid neli noort naist, neegritar ja kolm valget, kes rääkisid üle bussi inglise keeles, justkui rõhutades oma välismaisust.",3,1,A,J,28.05.2019 06:00,Multikultuurses ühiskonnas peitub viljakas pinnas stressiks ja sellest lähtuvateks konfliktideks,UuedUudised,UuedUudised,Arvamus,['rass'],['([\\W ]|^)neeg'],
"Sotsiaalmeedias levib video Lesbose saarel elavast lambakasvatajast, kes kirjeldab pisarsilmi, kuidas Lesbosele saabunud migrandid tapavad tema lambaid ja hävitavad sellega tema elutöö.",3,3,A,J,23.03.2021 10:15,Ebaseaduslikud migrandid hävitavad Lesbosel keskkonda ja kohalike elutööd,UuedUudised,UuedUudised,Maailm,['ränne'],['migra'],
"Isegi kui migrandikogukonnad seda ei toeta, on pühasõdalastel tohutult kasvanud võimalus ennast no-go-tsoonides varjata ja tegudeks valmistuda.",3,3,A,J,24.09.2020 05:30,Massimigratsioon võtab Euroopalt turvalisuse,UuedUudised,UuedUudised,Maailm,['ränne'],['migra'],
"""Kindlasti, kui nad on rassismi õhutavad, siis nad lähevad [vastuollu].",3,3,A,J,16.02.2016 15:40,"Riho Terras kaitseväelaste toetusest nn Odini sõdalastele: minu esimene nõu on, et asja tuleks võtta rahulikult",EkspressGrupp,Delfi,,['rass'],['([\\W ]|^)rass'],
"Suurimat ohtu kujutavad üksi tegutsejad, kes on saanud motivatsiooni radikaalsest islamipropagandast.",3,MH,A,J,11.03.2019 12:42,"Anti Poolamets: “EKRE on teinud kõik, et hoiatada migratsiooniga seotud terrorismi eest”",UuedUudised,UuedUudised,Arvamus,['rahvus'],['islam'],
"Vähemtähtis pole ka tõsiasi, et töörände pikaajaline piiramine on vastuolus Euroopa Liidu kodanike õigusega valida töökohta siseturul.",3,3,A,J,09.06.2021 16:07,Põhjanaabrite ükskõiksus: vaid paar Soome rahvasaadikut mõistavad Eesti muret rände pärast,EkspressGrupp,Delfi,,['ränne'],['rände'],Raimo Poom
"Politsei- ja piirivalveamet tõdeb, et ebaseadusliku rände avastamist ja tõkestamist mõjutasid koroonakriisist tuleneud reisipiirangud.",3,3,A,J,16.01.2021 04:59,"Illegaalse rände vallas andsid tooni ukrainlased, uue valitsusega on oodata migratsiooni tugevnemist",UuedUudised,UuedUudised,Eesti,"['ränne', 'pagulased']","['rände', 'piirivalv']",
"Loomulikult on sisserändaga seotud ka palju kaudseid kulutusi, ent kõigega on riigieelarves arvestatud.",3,3,A,J,23.11.2020 15:00,Evelyn Höglundi vastulause Henn Põlluaasale: kaasinimeste elu päästmine ja aitamine ei tähenda ainult kulu,EkspressGrupp,Eesti Päevaleht,,['ränne'],['rända'],Evelyn Höglund
"Schinas hakkab ühena mitmest asepresidendist tegelema hariduse, integratsiooni, rände ja piiriülese julgeolekuga.",3,3,A,J,13.11.2019 14:33,"volinik Margaritis Schinas ei hakka euroopalikku eluviisi mitte kaitsma, vaid ""edendama""",UuedUudised,UuedUudised,Maailm,['ränne'],['rände'],
"Tallinna linnavalitsus ei ole pagulaste vastuvõtmise teemat arutanud, kuid Tallinnal on sisemigratsiooni tõmbekeskusena kanda niigi suur koorem, teatas Raepress pagulaste vastuvõtmise võimalikkust kommenteerides Delfile.",3,3,A,J,18.06.2015 18:34,Tallinn pagulaste vastuvõtmisest: meil on sisemigratsiooni tõmbekeskusena kanda juba niigi väga suur koorem,EkspressGrupp,Delfi,,"['ränne', 'pagulased']","['migra', 'pagula']",
"Olgem ausad, tippsetsialistide sissetoomine on omaette teema, see toimub tavalisest rändepoliitikast kõrgemal — kui jutt on töökätest, siis mõeldakse ikka keevitajaid, ehitajaid, lüpsjad ja teisi väiksema kvalifikatsiooniga töötajaid.",3,3,A,J,22.03.2018 17:46,Eesti tööandjate avastus — kinnisvaraturgu määrab Soomest naasvate Kalevipojade palgasoov,UuedUudised,UuedUudised,Eesti,['ränne'],['rände'],
"Praegune Londoni linnapea Sadiq Khan, kes on olnud ka transpordiminister, on esimene nii kõrgel kohal olev moslem, kelle juured on Pakistanis.",3,MH,A,J,14.02.2020 12:00,"Tänase Suurbritannia võimueliit: Sajid Javid, Rishi Sunak, Priti Patel, Sadiq Khan, Nusrat Ghani…",UuedUudised,UuedUudised,Maailm,['rahvus'],['moslem'],
"Kuigi sageli väidetakse, et see sõda pidavat takistama migratsiooni ja inimkaubandust, ajab konflikt pigem massid liikuma.",3,3,A,J,12.07.2020 04:05,"Mida teeb Eesti Malis, kus kõik on kõigi vastu?",UuedUudised,UuedUudised,Maailm,"['ränne', 'pagulased']","['migra', 'inimkaub']",
"Rootsis ei kaota maakohad enam väga palju inimesi, kuna sinna on tulnud nii palju pagulasi ja paljud on suunatud maakohtadesse.",3,3,A,J,05.07.2017 21:05,"Ekspert: tahate, et maaelu Eestis päriselt jätkuks? Kus on visioon?",EkspressGrupp,Maaleht,,['pagulased'],['pagula'],
"""Alati tuleb meeles pidada, et Eesti on peale Lätit Euroopa kõige kõrgema immigrantpäritolu rahvatikuga riik Euroopas.",3,3,A,J,22.04.2015 10:39,Helme: tegelikult pole Eestis mingit sallimatuse probleemi,EkspressGrupp,Delfi,,['ränne'],['migra'],
"Juuniküüditamise aastapäeval, 14. juunil avab okupatsioonide muuseum koostöös Tunne Kelami bürooga Brüsselis Euroopa Parlamendis näituse “Ründed ja ränded”, mis kõneleb Teise maailmasõja ja pool sajandit kestnud okupatsioonide aja murranguliste sündmuste mõjust nii eestlastele kui Eestimaal elanud rahvusvähemustele.",3,3,A,J,14.06.2016 05:41,Okupatsioonide muuseum meenutab küüditamise ohvreid,EkspressGrupp,Delfi,,['ränne'],['rände'],
"Eestis töötab ligi 19 300 lühiajalise tööloaga välismaalast, kellest pea 3000 saab maikuuks töötamise luba läbi.",3,3,A,J,27.03.2020 15:45,Siseministeerium: palgake lühiajaliste töölubade lõppemisel välismaalaste asemel Eesti elanikke,EkspressGrupp,Ärileht,,['välistööjõud'],['välismaala'],Romet Kreek
Riiki sisenedes peab sellisel ukrainlasel olema viisaga pass.,3,3,A,J,13.07.2020 18:13,Põllumehed kavandavad tööjõukriisi leevendamiseks erilendu Ukrainast. See võib toimuda juba sel nädalal,EkspressGrupp,Ärileht,,['rahvus'],['ukrainla'],Siiri Liiva
Mis keeles me pagulastega suhtleme?,3,3,A,J,30.08.2015 12:48,"Urmas Sutrop pagulaste eesti keele õppimisest: aga kas meil üldse on õpetajaid, kes nende keelt oskavad?",EkspressGrupp,Eesti Päevaleht,,['pagulased'],['pagula'],
